歌名,歌手,出现次数
糸,石崎ひゅーい / 菅田将暉,1
素晴らしき人生,平井 大,1
红日,李克勤,1
红星歌∣共产儿童团歌,NewCake新蛋糕乐队,1
红粉菲菲,王菲,1
红绿灯,周子琰,1
红色-山河版,ICE / 赵辰龙(Dragon X) / 法老 / 泥鳅Zinco / 何美延HAMY / G.G张思源 / Coony / Ice Paper / 于嘉萌 / AThree / Max马俊,1
红蜻蜓,程璧,1
红豆+偿还,撒娇,1
红鼻子驯鹿鲁道夫 (轻快版),Mannu & Eliza Lacerda,1
纯洁2016,Muma木马,1
纳木错的夜,风子,1
纸飞机,林忆莲,1
纸飞机/Fly Away,高玮浩,1
细雨洒落群山,Daniel Ho / 泰武国小古谣传唱队,1
终于有一天我不再开口,大波浪,1
终点起点,鱼丁糸,1
终结孤单,五月天,1
终身美丽,郑秀文,1
经济舱,KEY.L刘聪 / Kafe.Hu,1
结婚（Demo）,风子,1
结婚（翻自 李志）,点唱机先生,1
结尾曲-友谊地久天长(Live),宋祖英 / 郎朗 / 多明戈 / 周杰伦,1
给女孩 (单曲),李宇春,1
给妈妈,房东的猫,1
给我一个吻,甜約翰 Sweet John,1
给我一颗万能的药,岛屿心情,1
给我感觉(live版),张惠妹,1
给未来的自己,梁静茹,1
给朱利安,艾怡良,1
绝不能失去你,F4,1
绿,周迅,1
绿野仙踪,麦田守望者,1
缘分一道桥,王力宏 / 谭维维,1
罐头,智齿,1
署前街少年,赵雷,1
美,王力宏,1
美丽山 (Remix by Gavintoo),彭坦 / 白天不亮,1
美丽心情,本多RuRu,1
美丽的旋涡,彭坦,1
美丽的期待,窦唯,1
"美丽的草原,我的家",德德玛,1
美丽笨女人,李玟,1
美了美了,小沈阳 / 汤潮,1
美好时光,戴佩妮,1
美好生活比较好,女孩与机器人,1
美好的事可不可以发生在我身上,康士坦的变化球,1
美梦成真,许茹芸,1
羡慕,许嵩,1
翠花,DP龙猪 / 王云宏 / 陷阱表哥,1
老人与海,海鸣威 / 吴琼,1
老张,草东没有派对,1
老张的歌,任贤齐,1
老情歌,苏打绿,1
老是一件令人回味的事,张学友 / 葛民辉,1
老神仙,戴荃,1
老街,李荣浩,1
耳鬼出风,回春丹,1
耿耿于怀,麦浚龙,1
聽媽媽的話 (Piano Ver.),Piano Echoes,1
肥胖治愈中心,达闻西乐队,1
胆小的你,孟慧圆,1
背叛,曹格,1
胖子,自由发挥,1
胖迪投食歌,洛天依,1
胜利,C.S.B.Q,1
胡广生,任素汐,1
胡桃夹子,Pyotr Ilyich Tchaikovsky,1
胭脂酒馆,报警alarm,1
能把你比作夏日吗,时过夏末,1
自己,李玟,1
自己 (live版),许钧,1
自己过,旋转保龄,1
自洽,莫文蔚 / 郭一凡,1
自渡,陈粒,1
自由自在 (Live),凤凰传奇,1
自転车,オレスカバンド,1
至少还有你(Live),张国荣,1
致命情人,方拾贰（方十二）,1
致我的迷茫兄弟,声音碎片乐队,1
致自己,齐一,1
舒伯特小夜曲,离羽墨,1
舞女泪,韩宝仪,1
舞娘,蔡依林,1
航空障碍灯,愚月FoolMoon / 夏之禹,1
艾瑞巴迪 (Live),新裤子 / Cindy（范依娜）,1
花园,功夫胖KungFuPen / AThree / The-Beta,1
花好月圆夜,任贤齐 / 杨千嬅,1
花好月圆夜 (Live),杨千嬅 / 王俊凯,1
花桥,回春丹,1
花降らし,pazi,1
花香,许绍洋,1
芳华绝代,梅艳芳 / 张国荣,1
若你心年轻,寸铁,1
茶底世界 (Live) - (上海2019.12.01),丢火车,1
草帽歌,崔健,1
草裙舞,海龟先生,1
荡漾RIPPLES,ICE / SeanT肖恩恩,1
荧光,张瑶,1
莫扎特：土耳其进行曲,群星,1
莫里森与杂货铺,马赛克,1
菊次郎的春夏秋冬,MappleZS,1
落山,陈越龙,1
落花流水 (2007 Live),陈奕迅,1
葡萄成熟时 (Live),陈奕迅,1
葫芦金刚,王迟,1
蒲公英,叶蓓,1
蒲公英的约定,群星,1
蓝,罗大佑,1
蓝夜,Schoolgirl byebye,1
蓝色,叶蓓,1
蓝色大门（Fly Away Remix）,L1STALLDO(厘思翱渡),1
蓝色理想,老狼,1
蓬蒿人,散人,1
薬師寺寛邦-般若心経 (cho ver.) [boboo remix]（BOBOO remix）,boboo,1
藍色大門,Motive蓝吉,1
藏,陈翔,1
藏书人,熊天平,1
虎視眈々[リアレンジ](カバー)(虎视眈眈［rearrange］),野島健児,1
虫儿飞(儿童合唱版),屯门儿童合唱团,1
虹,菅田将暉,1
虹之间,金贵晟,1
蜂蜜人蔘,鱼丁糸,1
蜂鸟,吴青峰,1
蜜蜂 demo,万玲琳,1
蝴蝶泉边,黄雅莉,1
蝼蚁,岛屿心情,1
街灯晚餐,卫兰,1
街角的祝福,戴佩妮,1
被丢失的他,退格Backspace,1
被动,康姆士COM'Z,1
被动(Live),伍佰 & China Blue,1
被窝,胡琳,1
裂缝中的阳光,林俊杰,1
西安,市井中乐队,1
西界,林俊杰,1
西窗的雨,好妹妹,1
解决,海底时光机,1
解脱(live版),张惠妹,1
誓言,王菲,1
认真地老去,张希 / 曹方,1
认真的雪,薛之谦,1
认错,许嵩,1
讨厌红楼梦 (Live),陶喆,1
让夜轻轻落下,文慧如,1
让小秘密混到2000年,反光镜,1
让我住进你心里,温蒂漫步,1
让我偷偷看你,赵雷,1
让我送你花一朵,万芳,1
记事本,陈慧琳,1
记得,张惠妹,1
记念,蔡健雅,1
话题,莫文蔚,1
说爱你,蔡依林,1
请你不要哭泣,熊猫眼乐队,1
请把我当成一首歌,棱镜,1
请问哪里才能买到晶体管收音机,声音玩具,1
诺言,毛阿敏,1
谁为我停留,田震,1
谁在半夜唱山歌,施鑫文月,1
谁来剪月光,陈奕迅,1
谢帝&蔡健雅 - 明天不上班（Live）,JollyLu,1
豆浆油条,林俊杰,1
豆豆龙,范晓萱,1
象牙舟,傻子与白痴,1
贝乐虎-太阳当空照（DJ余小磊版）（余小磊 remix）,余小磊,1
贝多芬第五交响曲《命运交响曲》- I. Allegro con brio,天之籁音乐,1
贝贝,白金,1
贫嘴高中生的幸福生活,黑撒,1
贰拾,荷尔蒙少年 Hormone Boys,1
赤峰下雨了,噪音回收站,1
赤裸裸,郑钧,1
赤鲸,苏运莹,1
走了就別回來,李永驻,1
走向复兴,群星,1
走吧,黑屋乐队,1
走在什刹海的冰面上(live),新裤子,1
走过咖啡屋,千百惠,1
走马,陈粒,1
走鬼,五条人,1
赵英俊-送你一朵小红花（郑天宇 remix）,郑天宇,1
起床号,群星,1
起床气（Remember Me）,橘子海 (Orange Ocean),1
起舞吧,张希,1
起航,浪,1
越过群山,莫西子诗,1
趋向无穷的你,壹环的复兴,1
足够,周星星,1
路坏行,生祥乐队,1
路过人间,郁可唯,1
路过人间 (Live),郁可唯,1
踊ろよ、フィッシュ,山下達郎,1
踏春,姚晔,1
踏架脚车牵条猪(骑辆单车牵头猪),五条人,1
踩三轮车卖菜的老伯(Live),阿牛 / 任贤齐,1
踽踽独行,大波浪,1
躺在我怀中,迷幻世界乐队 / 房东的猫,1
转圈圈,狗毛,1
转弯,羽·泉,1
转身之间,上上 / 石林,1
轻轻地告诉你,杨钰莹,1
边KA边想,青年小伙子,1
边ka边想,青年小伙子,1
过云雨,张敬轩,1
过年喽,天堂乐队 / 栾树 / 宁浩 / 爽子 / 叶世荣 / 二手玫瑰 / 秦勇 / 轮回乐队 / 唐朝乐队 / 黑豹乐队 / 面孔乐队 / 扭曲机器 / 脑浊乐队 / 夏,1
运动员进行曲,中国人民解放军军乐团,1
运气来得若有似无,告五人,1
还,孟慧圆,1
还想听你的故事 (Live),谢春花,1
这一生关于你的风景,隔壁老樊,1
这不是雨能解决的问题,疯医,1
这世界喧闹，你我相遇正好,理想后花园,1
"这个世界 (Refine, the Concert Live)",安溥 anpu,1
这个夏天,安来宁,1
这个季节去南方旅行,翟小树,1
这个年纪,齐一,1
这只是一段漫长的旅途,P.K.14,1
这很平常,崔开潮,1
这璀璨又迷人的星空却让人看不透，就像是Ta,沉默演讲（Silent Speech）,1
这酒馆以后就我一个人来了,棱镜,1
这里,岛屿心情,1
远在咫尺,陈奕迅,1
连名带姓,张惠妹,1
迪迦奥特曼-奇迹再现（J.C.Zhou remix）,J.C.Zhou,1
述懐,S.E.N.S.,1
迷失广州(配乐版）,唯利玉碎计划,1
迷失的拉格,Me and My Sandcastle,1
迷幻,蔡依林,1
迷恋,梅卡德尔,1
追光者,岑宁儿,1
追忆+单车+空凳,林子祥,1
送别 (Live版),朴树,1
送春归（She has Gone）,送春归,1
逃亡 (Live),吴青峰,1
逃跑,海底时光机,1
逆光,孙燕姿,1
逆旅,黑屋乐队,1
逆転ロックンロール!!,草尾毅,1
选择,叶蒨文 / 林子祥,1
這款自作多情,茄子蛋,1
逝,雷光夏,1
逝去日子,Beyond,1
逝去的歌 (Live),牛奶咖啡 / 音乐好朋友,1
逼围子又,宋冬野,1
遇,ai.mini,1
遇到,方雅贤,1
遇见我,曹方,1
道别是一件难事,上海彩虹室内合唱团,1
遥望1999,小柯,1
遥远的Paradise (Live),Beyond,1
遥远的欺骗,胡畔,1
遥远的歌,刘惜君,1
那一夜,谢军,1
那一年,许巍,1
那个女孩,陶喆 / 卢广仲,1
那么骄傲,金海心,1
那些女孩教我的事 (Live),品冠 / 钟明秋,1
那些女孩教我的事 + 爱情转移 (Live),品冠,1
那些花儿,朴树,1
那年的情书,江美琪,1
邮差,王菲,1
郑钱花,川子,1
都市碎戏,黑撒,1
都是夜归人,许美静,1
配不上你,Fine乐团,1
酒歌,杭盖乐队,1
酒歌 Ayrhindu,杭盖乐队,1
酒醉的蝴蝶,崔伟立,1
酸,黎明,1
醉忘川,惘闻,1
醉清风 (2005版),弦子,1
醉鬼的敬酒曲,上海彩虹室内合唱团,1
醒了,韩红,1
采花,二手玫瑰,1
重来(Live),无印良品,1
重返十七岁(新版),鹿晗 / 大张伟 / 薛之谦 / 魏晨 / 潘玮柏 / 刘敏涛 / 陈嘉桦 / Flyn张慧雯 / 张丹峰,1
野子 (Live),苏运莹,1
野孩子,野孩子,1
野孩子 (Live),杨千嬅,1
野歌,痛仰乐队,1
野马,当代电影大师,1
量贩人生路,旅行团乐队,1
金刚不坏大宝剑 (live版),蒋先贵（Giogio）,1
金刚经,王菲,1
金箍棒,龚琳娜,1
金色年华，无限伤感,刺猬,1
钱是万能的,刺猬,1
铁窗泪,迟志强,1
铃儿响叮当,圣诞歌曲,1
铃儿响叮当(英),黑鸭子,1
银河公园,THE BOOTLEGS 靴腿,1
银河冬令恋曲,昏鸦,1
银河系梦游指南,Quark,1
银河系梦游指南整个事件,Quark,1
银河迪厅,房东的猫,1
铿锵玫瑰,林忆莲,1
错误,罗大佑,1
错错错,六哲 / 陈娟儿,1
锡林河,王喂马乐队 / 大象,1
镇海,法老 / EINK / 幼稚园杀手,1
长大 (Live),反光镜乐队,1
长大后我就成了你,宋祖英,1
长安南路,会说唱的语文老师,1
长安长安,郑钧,1
门没锁,品冠儿子Jayden,1
问尘以上,唐映枫,1
问情,蔡幸娟,1
问题出现我再告诉大家,五条人,1
闷,王菲,1
闷声发大财,胭脂,1
防空洞,戴佩妮,1
阳光普照,Aliosha,1
阴天快乐,陈奕迅,1
阿拉伯跳舞女郎,Beyond,1
阿牛,陈奕迅,1
阿童木之歌,中央人民广播电台少年广播合唱团,1
阿飞的小蝴蝶,萧敬腾,1
陀螺,万晓利,1
陀飞轮,陈奕迅,1
陆垚知马俐 (Live at Blue Note Beijing 2017),火星电台,1
陈逸伦的解放西,柳爽,1
陌生城市的早晨,声音碎片乐队,1
降温,许嵩,1
陕北说书（爱青山爱绿水爱蓝蓝的天）,贰强,1
陪着你走,Gibb-Z / ICE,1
随心所欲,周云蓬,1
隔代,许嵩,1
难得,黄丽玲,1
雄狮少年,闫永强,1
雨,泥鳅Zinco,1
雨夜曼彻斯特,盘尼西林,1
雨天广场   【2007】,羊秘密,1
雨天没有你,王菲,1
雨幕,许嵩,1
雨水一盒,陈绮贞,1
雨没停过,蛋堡,1
雨爱,杨丞琳,1
雨过天晴,虞书欣,1
雨过天晴(晴天版)(Live),品冠,1
雪の華 (Live),中島美嘉,1
雪中莲,王菲,1
雪句,郑物尘,1
雪花落下,周深,1
雪落下的声音,陆虎,1
雷克雅未克,麦浚龙 / 周国贤,1
雾里看花,那英,1
露营野餐烧烤,店铺背景音乐,1
青少年哪吒 (Neon God),八仙饭店 (8 Immortals Restaurant),1
青年之歌,C.S.B.Q（长沙暴青）,1
青春之火,潘松和,1
青春住了谁,杨丞琳,1
青春啊青春,二手玫瑰,1
青春大概,上上,1
青春无悔,叶蓓 / 老狼,1
青苔,叶青赛蓝,1
青茫,白敬亭 / 李宏毅 / 丁冠森 / 赵文龙,1
静夜的单簧管,王菲,1
靛蓝,荷尔蒙少年 Hormone Boys,1
非洲梦,何勇,1
靠近,庾澄庆,1
面对面的婚礼和并排的墓碑,王以太,1
音浪,黄立行,1
顽家,Jony J,1
领悟,辛晓琪,1
風になれ,大黒摩季,1
风の歌,広橋真紀子,1
风一样的男子,陈晓东,1
风从哪里来,王菲,1
风从海面吹过来,好妹妹,1
风再起时,张国荣,1
风吹过,鹿晗,1
风吹过下雨天,曹方,1
风吹麦浪 (Live),李健 / 孙俪,1
风平浪静,陈永淘,1
风度,汪苏泷,1
风往北吹,孙楠,1
风是从哪儿来,Bell玲惠,1
风的季节,Soler,1
风筝,孙燕姿,1
"风继续吹 (电影""纵横四海""主题曲)",张国荣,1
风起云涌,与非门乐队,1
风雨中的美丽,韩红,1
飞升,聲無哀樂,1
飞咯,窦靖童,1
飞奔向你,于贞,1
飞机上的月亮 - demo,明天的盐,1
飞行员之歌,GALA,1
香奈儿 (live),王菲,1
香蕉之歌,小黄人,1
马,福禄寿FloruitShow,1
马丁的早晨主题曲,群星,1
马戏团里的疯女人,雷梅苔丝,1
马马嘟嘟骑,斯斯与帆,1
骑士精神,蔡依林 / 周杰伦,1
高级动物,窦唯,1
魔幻蓝天,高旗&超载乐队,1
鱼仔,卢广仲,1
鱼罐头,自然卷,1
鲁冰花,庾澄庆,1
鲜花只为自己开,野孩子,1
鲸人湾,萧玮,1
鸿雁,额尔古纳乐队,1
鸿鹄志,耳光乐队,1
麦地,守麦,1
麦子,汉堡黄,1
麦当劳汉堡（正版授权）,小pa,1
麦田守望者,王一鸣Iris / 大冰小助手,1
麻痹,反光镜,1
黄昏晓,王心凌,1
黄色月亮,伍佰 & China Blue,1
黄金时代 (2007 Live),陈奕迅,1
黄金迷宫 (The Golden Maze),丁世光 / Vicky宣宣,1
黑夜不再来 (Live),陈奕迅,1
黑夜尽头,黄立行,1
黑猫警长主题曲,上海美术电影制片厂,1
黑白,方大同,1
黑神话 悟空 三界四洲,YinTianXiang,1
黒い涙,土屋アンナ,1
默念你,宋念宇,1
鼓楼,赵雷,1
龙王,钢心,1
龙的传人,王力宏,1
龙门客栈,宝石Gem,1
가을 아침,IU,1
가을밤에 든 생각,Jannabi,1
기도(드라마 `가을동화`),V.A.,1
나의 사춘기에게 (Live),WENDY / 李宝蓝,1
너에게 난 나에게 넌,骑自行车的风景,1
말도 없이,朴信惠,1
소녀,李文世,1
술 한잔 해요,Zia,1
스물셋,IU,1
안녕,孝琳,1
여름비 (7月),The Film,1
여전히,李洪基,1
와,李贞贤,1
주저하는 연인들을 위해,Jannabi,1
최고의 행운,CHEN,1
캐롤 메들리 (루돌프 사슴코 + Feliz Navidad + 스키장에서),高耀太,1
（……小王子）（feat. 大桥三重唱）,吴青峰,1
（好声音版）单依纯—《人啊》,狂昼流星 / 单依纯,1
🎇,夏日入侵企画,1
